"","lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"520","L","Paul Lake",2013,227,2013-08-15,"1",0.5,346.95765,-4.14998,NA,NA,NA,""
"521","R","Peter Lake",2013,227,2013-08-15,"1",0.5,418.29657,16.56895,NA,NA,NA,""
"522","T","Tuesday Lake",2013,227,2013-08-15,"1",0.5,466.99533,20.59505,NA,NA,NA,""
"523","L","Paul Lake",2013,228,2013-08-16,"1",0.5,256.77528,0.15485,NA,NA,NA,""
"524","R","Peter Lake",2013,228,2013-08-16,"1",0.5,415.91487,30.93903,NA,NA,NA,""
"525","T","Tuesday Lake",2013,228,2013-08-16,"1",0.5,616.41198,36.17296,NA,NA,NA,""
"526","L","Paul Lake",2013,229,2013-08-17,"1",0.5,261.52467,-5.63654,NA,NA,NA,""
"527","R","Peter Lake",2013,229,2013-08-17,"1",0.5,406.90644,22.05064,NA,NA,NA,""
"528","T","Tuesday Lake",2013,229,2013-08-17,"1",0.5,571.48191,40.69458,NA,NA,NA,""
"529","L","Paul Lake",2013,230,2013-08-18,"1",0.5,435.89313,0,NA,NA,NA,""
"530","R","Peter Lake",2013,230,2013-08-18,"1",0.5,426.53445,24.68309,NA,NA,NA,""
"531","T","Tuesday Lake",2013,230,2013-08-18,"1",0.5,691.46355,36.57557,NA,NA,NA,""
"532","L","Paul Lake",2013,231,2013-08-19,"1",0.5,281.81115,-4.80035,NA,NA,NA,""
"533","R","Peter Lake",2013,231,2013-08-19,"-1",NA,NA,NA,39.39375572,21.81420654,2.551713386,""
"534","R","Peter Lake",2013,231,2013-08-19,"-2",4,NA,NA,28.55473674,1.161753376,2.07155376,""
"535","R","Peter Lake",2013,231,2013-08-19,"1",0.5,426.64653,20.06856,NA,NA,NA,""
"536","R","Peter Lake",2013,231,2013-08-19,"7",12,NA,NA,898.1553772,9.909287315,53.10989076,""
"537","T","Tuesday Lake",2013,231,2013-08-19,"1",0.5,637.09074,48.96357,NA,NA,NA,""
"538","L","Paul Lake",2013,232,2013-08-20,"-1",NA,NA,NA,37.89146256,3.003292831,0.939642717,""
"539","L","Paul Lake",2013,232,2013-08-20,"-2",4,NA,NA,23.18114073,2.195527114,0.760028442,""
"540","L","Paul Lake",2013,232,2013-08-20,"1",0.5,288.95625,-4.49065,NA,NA,NA,""
"541","L","Paul Lake",2013,232,2013-08-20,"7",9,NA,NA,936.636522,14.40633493,1.914241028,""
"542","R","Peter Lake",2013,232,2013-08-20,"1",0.5,553.9554,16.56895,NA,NA,NA,""
"543","T","Tuesday Lake",2013,232,2013-08-20,"1",0.5,549.71037,27.65621,NA,NA,NA,""
"544","L","Paul Lake",2013,233,2013-08-21,"1",0.5,243.47979,-6.28691,NA,NA,NA,""
"545","R","Peter Lake",2013,233,2013-08-21,"1",0.5,380.83383,19.2014,NA,NA,NA,""
"546","T","Tuesday Lake",2013,233,2013-08-21,"-1",NA,NA,NA,24.86836523,0.228800047,1.602566773,""
"547","T","Tuesday Lake",2013,233,2013-08-21,"-2",3,NA,NA,32.36988721,0.340696071,2.055791677,""
"548","T","Tuesday Lake",2013,233,2013-08-21,"1",0.5,501.40389,33.50954,NA,NA,NA,""
"549","T","Tuesday Lake",2013,233,2013-08-21,"7",10,NA,NA,262.4491096,3.787123548,1.44826788,""
"550","L","Paul Lake",2013,234,2013-08-22,"1",0.5,270.9534,-4.58356,NA,NA,NA,""
"551","R","Peter Lake",2013,234,2013-08-22,"1",0.5,450.37947,24.09466,NA,NA,NA,""
"552","T","Tuesday Lake",2013,234,2013-08-22,"1",0.5,577.60428,27.06778,NA,NA,NA,""
"553","L","Paul Lake",2013,235,2013-08-23,"1",0.5,271.85004,-5.72945,NA,NA,NA,""
"554","R","Peter Lake",2013,235,2013-08-23,"1",0.5,581.9754,16.53798,NA,NA,NA,""
"555","T","Tuesday Lake",2013,235,2013-08-23,"1",0.5,508.01661,35.08901,NA,NA,NA,""
"556","L","Paul Lake",2013,236,2013-08-24,"1",0.5,257.09751,-3.93319,NA,NA,NA,""
"557","R","Peter Lake",2013,236,2013-08-24,"1",0.5,505.15857,22.63907,NA,NA,NA,""
"558","T","Tuesday Lake",2013,236,2013-08-24,"1",0.5,583.0962,33.85021,NA,NA,NA,""
