"","lakeid","lakename","year4","daynum","sampledate","depth_id","depth","tn_ug","tp_ug","nh34","no23","po4","comments"
"1","R","Peter Lake",2008,135,2008-05-14,"-1",NA,388.32,10.67,NA,NA,NA,""
"2","L","Paul Lake",2008,136,2008-05-15,"-1",NA,230.64,9.46,NA,NA,NA,""
"3","R","Peter Lake",2008,140,2008-05-19,"-1",NA,377.03,8.48,NA,NA,NA,""
"4","L","Paul Lake",2008,141,2008-05-20,"-1",NA,198.83,7.74,NA,NA,NA,""
"5","R","Peter Lake",2008,147,2008-05-26,"-1",NA,358.51,9.44,NA,NA,NA,""
"6","L","Paul Lake",2008,148,2008-05-27,"-1",NA,236.67,5.25,NA,NA,NA,""
"7","R","Peter Lake",2008,154,2008-06-02,"-1",NA,359.2,11.55,NA,NA,NA,""
"8","L","Paul Lake",2008,155,2008-06-03,"-1",NA,290.08,10,NA,NA,NA,""
"9","R","Peter Lake",2008,161,2008-06-09,"-1",NA,336.6,10.7,NA,NA,NA,""
"10","L","Paul Lake",2008,162,2008-06-10,"-1",NA,257.75,8.04,NA,NA,NA,""
"11","R","Peter Lake",2008,168,2008-06-16,"-1",NA,301.4,4.85,NA,NA,NA,""
"12","L","Paul Lake",2008,169,2008-06-17,"-1",NA,231.42,4.06,NA,NA,NA,""
"13","R","Peter Lake",2008,175,2008-06-23,"-1",NA,293.15,5.84,NA,NA,NA,""
"14","L","Paul Lake",2008,176,2008-06-24,"-1",NA,336.5,14.36,NA,NA,NA,""
"15","R","Peter Lake",2008,182,2008-06-30,"-1",NA,392.07,4.13,NA,NA,NA,""
"16","L","Paul Lake",2008,183,2008-07-01,"-1",NA,272.46,3.55,NA,NA,NA,""
"17","R","Peter Lake",2008,189,2008-07-07,"-1",NA,359.84,7.54,NA,NA,NA,""
"18","L","Paul Lake",2008,190,2008-07-08,"-1",NA,328.37,10.34,NA,NA,NA,""
"19","R","Peter Lake",2008,196,2008-07-14,"-1",NA,317.39,4.05,NA,NA,NA,""
"20","L","Paul Lake",2008,197,2008-07-15,"-1",NA,312.1,4.49,NA,NA,NA,""
"21","R","Peter Lake",2008,203,2008-07-21,"-1",NA,437.84,3.48,NA,NA,NA,""
"22","L","Paul Lake",2008,204,2008-07-22,"-1",NA,295.32,3.17,NA,NA,NA,""
"23","R","Peter Lake",2008,210,2008-07-28,"-1",NA,348.96,5.48,NA,NA,NA,""
"24","L","Paul Lake",2008,211,2008-07-29,"-1",NA,263.99,4.02,NA,NA,NA,""
"25","R","Peter Lake",2008,217,2008-08-04,"-1",NA,322.11,4.43,NA,NA,NA,""
"26","L","Paul Lake",2008,218,2008-08-05,"-1",NA,355.4,3,NA,NA,NA,""
"27","R","Peter Lake",2008,224,2008-08-11,"-1",NA,319.4,4.76,NA,NA,NA,""
"28","L","Paul Lake",2008,225,2008-08-12,"-1",NA,323.88,4.39,NA,NA,NA,""
"29","R","Peter Lake",2008,231,2008-08-18,"-1",NA,242.11,4.65,NA,NA,NA,""
"30","L","Paul Lake",2008,232,2008-08-19,"-1",NA,311.55,4.17,NA,NA,NA,""
"31","R","Peter Lake",2009,138,2009-05-18,"-1",NA,313.06,5.94,NA,NA,NA,""
"32","L","Paul Lake",2009,139,2009-05-19,"-1",NA,336.46,4.24,NA,NA,NA,""
"33","L","Paul Lake",2009,146,2009-05-26,"-1",NA,232.58,8.01,NA,NA,NA,""
"34","R","Peter Lake",2009,147,2009-05-27,"-1",NA,345.19,7.02,NA,NA,NA,""
"35","R","Peter Lake",2009,152,2009-06-01,"-1",NA,377.71,5.13,NA,NA,NA,""
"36","L","Paul Lake",2009,153,2009-06-02,"-1",NA,222.91,3.79,NA,NA,NA,""
"37","R","Peter Lake",2009,159,2009-06-08,"-1",NA,321.09,1.08,NA,NA,NA,""
"38","L","Paul Lake",2009,160,2009-06-09,"-1",NA,305.96,1.46,NA,NA,NA,""
"39","R","Peter Lake",2009,166,2009-06-15,"-1",NA,359.23,7.15,NA,NA,NA,""
"40","L","Paul Lake",2009,167,2009-06-16,"-1",NA,255.54,1.7,NA,NA,NA,""
"41","R","Peter Lake",2009,173,2009-06-22,"-1",NA,315.62,9.8,NA,NA,NA,""
"42","L","Paul Lake",2009,174,2009-06-23,"-1",NA,256.04,5.7,NA,NA,NA,""
"43","R","Peter Lake",2009,180,2009-06-29,"-1",NA,310.29,7.93,NA,NA,NA,""
"44","L","Paul Lake",2009,181,2009-06-30,"-1",NA,260.32,4.36,NA,NA,NA,""
"45","R","Peter Lake",2009,187,2009-07-06,"-1",NA,372.52,6.42,NA,NA,NA,""
"46","L","Paul Lake",2009,188,2009-07-07,"-1",NA,396.73,4.18,NA,NA,NA,""
"47","R","Peter Lake",2009,194,2009-07-13,"-1",NA,393.93,3.53,NA,NA,NA,""
"48","L","Paul Lake",2009,195,2009-07-14,"-1",NA,341.86,-0.64,NA,NA,NA,""
"49","R","Peter Lake",2009,201,2009-07-20,"-1",NA,343.45,3.38,NA,NA,NA,""
"50","L","Paul Lake",2009,202,2009-07-21,"-1",NA,246.45,6.02,NA,NA,NA,""
"51","R","Peter Lake",2009,208,2009-07-27,"-1",NA,374.4,9.83,NA,NA,NA,""
"52","L","Paul Lake",2009,210,2009-07-29,"-1",NA,338.89,2.07,NA,NA,NA,""
"53","R","Peter Lake",2009,215,2009-08-03,"-1",NA,442.43,4.04,NA,NA,NA,""
"54","L","Paul Lake",2009,216,2009-08-04,"-1",NA,327.01,-2.48,NA,NA,NA,""
"55","R","Peter Lake",2009,222,2009-08-10,"-1",NA,313.07,3.22,NA,NA,NA,""
"56","L","Paul Lake",2009,224,2009-08-12,"-1",NA,297.19,6.81,NA,NA,NA,""
"57","R","Peter Lake",2009,229,2009-08-17,"-1",NA,406.75,6.64,NA,NA,NA,""
"58","L","Paul Lake",2009,230,2009-08-18,"-1",NA,422.58,5.81,NA,NA,NA,""
"59","T","Tuesday Lake",2009,234,2009-08-22,"-1",NA,292.9,12.58,NA,NA,NA,""
"60","R","Peter Lake",2009,236,2009-08-24,"-1",NA,309.15,2.86,NA,NA,NA,""
"61","L","Paul Lake",2009,238,2009-08-26,"-1",NA,298.9,3.75,NA,NA,NA,""
"62","R","Peter Lake",2010,137,2010-05-17,"-1",NA,347.8591777,2.686319684,NA,NA,NA,""
"63","L","Paul Lake",2010,138,2010-05-18,"-1",NA,237.7062305,2.306646779,NA,NA,NA,""
"64","R","Peter Lake",2010,144,2010-05-24,"-1",NA,294.738723,1.37110295,NA,NA,NA,""
"65","L","Paul Lake",2010,145,2010-05-25,"-1",NA,236.1876811,2.721208496,NA,NA,NA,""
"66","R","Peter Lake",2010,151,2010-05-31,"-1",NA,298.3440104,5.448893008,NA,NA,NA,""
"67","L","Paul Lake",2010,152,2010-06-01,"-1",NA,241.0529217,5.889695922,NA,NA,NA,""
"68","R","Peter Lake",2010,158,2010-06-07,"-1",NA,400.0112128,4.563553906,NA,NA,NA,""
"69","L","Paul Lake",2010,159,2010-06-08,"-1",NA,323.1436169,7.856184383,NA,NA,NA,""
"70","R","Peter Lake",2010,165,2010-06-14,"-1",NA,323.3128762,5.991601597,NA,NA,NA,""
"71","L","Paul Lake",2010,166,2010-06-15,"-1",NA,205.3174285,3.25480355,NA,NA,NA,""
"72","R","Peter Lake",2010,172,2010-06-21,"-1",NA,293.710371,4.925928029,NA,NA,NA,""
"73","L","Paul Lake",2010,173,2010-06-22,"-1",NA,206.598064,2.546341508,NA,NA,NA,""
"74","R","Peter Lake",2010,179,2010-06-28,"-1",NA,329.8341786,9.352550682,NA,NA,NA,""
"75","L","Paul Lake",2010,180,2010-06-29,"-1",NA,225.8827528,6.984291828,NA,NA,NA,""
"76","R","Peter Lake",2010,186,2010-07-05,"-1",NA,324.4211963,3.426208231,NA,NA,NA,""
"77","L","Paul Lake",2010,187,2010-07-06,"-1",NA,198.4707468,3.795450862,NA,NA,NA,""
"78","R","Peter Lake",2010,193,2010-07-12,"-1",NA,261.4815218,3.180687518,NA,NA,NA,""
"79","L","Paul Lake",2010,194,2010-07-13,"-1",NA,223.0234215,3.310104125,NA,NA,NA,""
"80","R","Peter Lake",2010,200,2010-07-19,"-1",NA,284.8321681,6.160320331,NA,NA,NA,""
"81","L","Paul Lake",2010,201,2010-07-20,"-1",NA,197.6089409,4.490349342,NA,NA,NA,""
"82","R","Peter Lake",2010,207,2010-07-26,"-1",NA,269.9517164,5.358816978,NA,NA,NA,""
"83","L","Paul Lake",2010,208,2010-07-27,"-1",NA,188.0149448,2.867091611,NA,NA,NA,""
"84","R","Peter Lake",2010,214,2010-08-02,"-1",NA,295.7335851,2.401411131,NA,NA,NA,""
"85","L","Paul Lake",2010,215,2010-08-03,"-1",NA,229.323179,3.846485217,NA,NA,NA,""
"86","R","Peter Lake",2010,221,2010-08-09,"-1",NA,233.9212514,5.097733,NA,NA,NA,""
"87","L","Paul Lake",2010,222,2010-08-10,"-1",NA,204.0514703,3.42076691,NA,NA,NA,""
"88","R","Peter Lake",2010,228,2010-08-16,"-1",NA,280.807653,3.705775639,NA,NA,NA,""
"89","L","Paul Lake",2010,229,2010-08-17,"-1",NA,219.8302562,1.846923037,NA,NA,NA,""
"90","R","Peter Lake",2010,235,2010-08-23,"-1",NA,285.7660514,1.805716007,NA,NA,NA,""
"91","L","Paul Lake",2010,236,2010-08-24,"-1",NA,217.6875225,2.613104325,NA,NA,NA,""
"92","R","Peter Lake",2011,136,2011-05-16,"-1",NA,445.7459784,32.57295671,NA,NA,NA,""
"93","L","Paul Lake",2011,137,2011-05-17,"-1",NA,287.4225875,4.795147168,NA,NA,NA,""
"94","R","Peter Lake",2011,143,2011-05-23,"-1",NA,286.1566727,13.40075066,NA,NA,NA,""
"95","L","Paul Lake",2011,144,2011-05-24,"-1",NA,211.0994894,6.284476513,NA,NA,NA,""
"96","R","Peter Lake",2011,150,2011-05-30,"-1",NA,254.3040975,5.083113117,NA,NA,NA,""
"97","L","Paul Lake",2011,151,2011-05-31,"-1",NA,231.2469287,2.238751416,NA,NA,NA,""
"98","R","Peter Lake",2011,157,2011-06-06,"-1",NA,498.6945315,3.109579054,NA,NA,NA,""
"99","L","Paul Lake",2011,158,2011-06-07,"-1",NA,455.7364396,3.460893559,NA,NA,NA,""
"100","R","Peter Lake",2011,164,2011-06-13,"-1",NA,387.4699752,8.820467324,NA,NA,NA,""
"101","L","Paul Lake",2011,165,2011-06-14,"-1",NA,528.9521884,5.189469863,NA,NA,NA,""
"102","R","Peter Lake",2011,171,2011-06-20,"-1",NA,538.1025414,6.209417377,NA,NA,NA,""
"103","L","Paul Lake",2011,173,2011-06-22,"-1",NA,740.2776538,7.047533308,NA,NA,NA,""
"104","R","Peter Lake",2011,178,2011-06-27,"-1",NA,405.0873406,10.06365563,NA,NA,NA,""
"105","L","Paul Lake",2011,179,2011-06-28,"-1",NA,558.1678447,10.71305892,NA,NA,NA,""
"106","R","Peter Lake",2011,185,2011-07-04,"-1",NA,596.1058714,7.059185217,NA,NA,NA,""
"107","L","Paul Lake",2011,186,2011-07-05,"-1",NA,567.1134802,4.595817727,NA,NA,NA,""
"108","R","Peter Lake",2011,192,2011-07-11,"-1",NA,355.3618025,6.134729587,NA,NA,NA,""
"109","L","Paul Lake",2011,193,2011-07-12,"-1",NA,268.2124466,7.831485001,NA,NA,NA,""
"110","R","Peter Lake",2011,199,2011-07-18,"-1",NA,354.2733759,-1.351206138,NA,NA,NA,""
"111","L","Paul Lake",2011,200,2011-07-19,"-1",NA,305.1316439,5.220437919,NA,NA,NA,""
"112","R","Peter Lake",2011,206,2011-07-25,"-1",NA,292.4525381,4.990912034,NA,NA,NA,""
"113","L","Paul Lake",2011,207,2011-07-26,"-1",NA,343.8330724,7.181632156,NA,NA,NA,""
"114","R","Peter Lake",2011,213,2011-08-01,"-1",NA,267.0150712,5.907102086,NA,NA,NA,""
"115","L","Paul Lake",2011,215,2011-08-03,"-1",NA,458.9749732,7.478764988,NA,NA,NA,""
"116","R","Peter Lake",2011,221,2011-08-09,"-1",NA,385.055523,10.88024096,NA,NA,NA,""
"117","L","Paul Lake",2011,222,2011-08-10,"-1",NA,290.0007367,3.877446354,NA,NA,NA,""
"118","R","Peter Lake",2011,227,2011-08-15,"-1",NA,366.3374603,0.876711051,NA,NA,NA,""
"119","L","Paul Lake",2011,228,2011-08-16,"-1",NA,312.781769,6.27334159,NA,NA,NA,""
"120","R","Peter Lake",2011,234,2011-08-22,"-1",NA,363.0710001,1.187144456,NA,NA,NA,""
"121","L","Paul Lake",2011,235,2011-08-23,"-1",NA,284.9642746,5.142445477,NA,NA,NA,""
"122","R","Peter Lake",2011,241,2011-08-29,"-1",NA,313.2026563,0.051223328,NA,NA,NA,""
"123","L","Paul Lake",2011,242,2011-08-30,"-1",NA,305.918783,3.473332981,NA,NA,NA,""
"124","R","Peter Lake",2012,142,2012-05-21,"-1",NA,413.7087132,8.467201326,NA,NA,NA,""
"125","L","Paul Lake",2012,143,2012-05-22,"-1",NA,351.6941554,26.58926799,NA,NA,NA,""
"126","T","Tuesday Lake",2012,144,2012-05-23,"-1",NA,539.5757855,1.864163196,NA,NA,NA,""
"127","R","Peter Lake",2012,149,2012-05-28,"-1",NA,523.9465847,11.30293561,NA,NA,NA,""
"128","L","Paul Lake",2012,150,2012-05-29,"-1",NA,320.3229164,9.933879163,NA,NA,NA,""
"129","T","Tuesday Lake",2012,151,2012-05-30,"-1",NA,479.8242626,2.731922544,NA,NA,NA,""
"130","R","Peter Lake",2012,156,2012-06-04,"-1",NA,358.7668984,7.216048478,NA,NA,NA,""
"131","L","Paul Lake",2012,157,2012-06-05,"-1",NA,410.388399,18.64111032,NA,NA,NA,""
"132","T","Tuesday Lake",2012,158,2012-06-06,"-1",NA,605.7350828,27.33329191,NA,NA,NA,""
"133","R","Peter Lake",2012,163,2012-06-11,"-1",NA,621.3296671,9.118681365,NA,NA,NA,""
"134","L","Paul Lake",2012,164,2012-06-12,"-1",NA,469.9610128,14.5599846,NA,NA,NA,""
"135","T","Tuesday Lake",2012,165,2012-06-13,"-1",NA,629.9046677,7.370550575,NA,NA,NA,""
"136","R","Peter Lake",2012,170,2012-06-18,"-1",NA,483.4284025,10.60931064,NA,NA,NA,""
"137","L","Paul Lake",2012,171,2012-06-19,"-1",NA,359.5324848,12.28541487,NA,NA,NA,""
"138","T","Tuesday Lake",2012,172,2012-06-20,"-1",NA,460.1143055,-0.778322512,NA,NA,NA,""
"139","R","Peter Lake",2012,177,2012-06-25,"-1",NA,345.3525988,11.50238983,NA,NA,NA,""
"140","L","Paul Lake",2012,178,2012-06-26,"-1",NA,451.4461465,21.01359504,NA,NA,NA,""
"141","T","Tuesday Lake",2012,179,2012-06-27,"-1",NA,555.4856254,5.836084424,NA,NA,NA,""
"142","R","Peter Lake",2012,184,2012-07-02,"-1",NA,465.4211967,7.745677083,NA,NA,NA,""
"143","L","Paul Lake",2012,185,2012-07-03,"-1",NA,371.492622,20.97426009,NA,NA,NA,""
"144","T","Tuesday Lake",2012,186,2012-07-04,"-1",NA,469.6288557,8.259798877,NA,NA,NA,""
"145","R","Peter Lake",2012,191,2012-07-09,"-1",NA,406.2592616,10.48402399,NA,NA,NA,""
"146","L","Paul Lake",2012,192,2012-07-10,"-1",NA,643.0339398,17.49166406,NA,NA,NA,""
"147","T","Tuesday Lake",2012,193,2012-07-11,"-1",NA,500.2118057,13.14455072,NA,NA,NA,""
"148","R","Peter Lake",2012,198,2012-07-16,"-1",NA,471.962677,7.284703436,NA,NA,NA,""
"149","L","Paul Lake",2012,199,2012-07-17,"-1",NA,547.1792208,16.1361021,NA,NA,NA,""
"150","T","Tuesday Lake",2012,200,2012-07-18,"-1",NA,577.3324905,0.816529408,NA,NA,NA,""
"151","R","Peter Lake",2012,205,2012-07-23,"-1",NA,531.7860418,3.859299293,NA,NA,NA,""
"152","L","Paul Lake",2012,206,2012-07-24,"-1",NA,409.0429632,-4.178653339,NA,NA,NA,""
"153","T","Tuesday Lake",2012,207,2012-07-25,"-1",NA,510.4954795,7.453790413,NA,NA,NA,""
"154","R","Peter Lake",2012,212,2012-07-30,"-1",NA,469.1312062,12.60038914,NA,NA,NA,""
"155","L","Paul Lake",2012,213,2012-07-31,"-1",NA,465.6197289,16.2510778,NA,NA,NA,""
"156","T","Tuesday Lake",2012,214,2012-08-01,"-1",NA,539.2174214,7.450114027,NA,NA,NA,""
"157","R","Peter Lake",2012,219,2012-08-06,"-1",NA,534.3098169,2.713842799,NA,NA,NA,""
"158","L","Paul Lake",2012,220,2012-08-07,"-1",NA,371.1135564,21.94523498,NA,NA,NA,""
"159","T","Tuesday Lake",2012,221,2012-08-08,"-1",NA,NA,NA,NA,NA,NA,"sample missing"
"160","R","Peter Lake",2012,226,2012-08-13,"-1",NA,508.3790276,19.78698661,NA,NA,NA,""
"161","L","Paul Lake",2012,227,2012-08-14,"-1",NA,360.7994289,0.805425935,NA,NA,NA,""
"162","T","Tuesday Lake",2012,228,2012-08-15,"-1",NA,468.6770341,10.3556815,NA,NA,NA,""
"163","R","Peter Lake",2012,233,2012-08-20,"-1",NA,480.0873927,6.405803215,NA,NA,NA,""
"164","L","Paul Lake",2012,234,2012-08-21,"-1",NA,370.4889654,16.06906778,NA,NA,NA,""
"165","T","Tuesday Lake",2012,235,2012-08-22,"-1",NA,468.339329,92.72843593,NA,NA,NA,"TP value suspect, far too high"
"166","L","Paul Lake",2012,240,2012-08-27,"-1",NA,514.5757232,1.55101708,NA,NA,NA,""
"167","R","Peter Lake",2012,240,2012-08-27,"-1",NA,355.8704501,10.15348429,NA,NA,NA,""
"168","T","Tuesday Lake",2012,241,2012-08-28,"-1",NA,578.9998737,16.92628954,NA,NA,NA,""
"169","R","Peter Lake",2013,140,2013-05-20,"-1",NA,NA,NA,98.02103296,1.291053216,3.145639051,""
"170","R","Peter Lake",2013,140,2013-05-20,"-2",4,NA,NA,112.7714062,1.356429922,4.589661885,""
"171","R","Peter Lake",2013,140,2013-05-20,"7",12,NA,NA,738.3518774,3.579194717,6.953871049,""
"172","L","Paul Lake",2013,141,2013-05-21,"-1",NA,NA,NA,89.71361794,10.24496308,3.25190402,""
"173","L","Paul Lake",2013,141,2013-05-21,"-2",4,NA,NA,78.47115004,2.079438282,3.449531891,""
"174","L","Paul Lake",2013,141,2013-05-21,"7",9,NA,NA,852.0376175,4.305231409,22.29381664,""
"175","T","Tuesday Lake",2013,142,2013-05-22,"-1",NA,NA,NA,90.72783876,1.069816521,3.127230384,""
"176","T","Tuesday Lake",2013,142,2013-05-22,"-2",3,NA,NA,108.8983468,43.29215811,3.979511977,""
"177","T","Tuesday Lake",2013,142,2013-05-22,"7",10,NA,NA,325.842091,4.250977535,1.458956182,""
"178","L","Paul Lake",2013,147,2013-05-27,"1",0.5,285.53781,10.87047,NA,NA,NA,""
"179","R","Peter Lake",2013,147,2013-05-27,"-1",NA,NA,NA,44.21115325,0.527777274,0.73979892,""
"180","R","Peter Lake",2013,147,2013-05-27,"-2",4,NA,NA,23.03676296,0.241207798,2.62419137,""
"181","R","Peter Lake",2013,147,2013-05-27,"1",0.5,360.04299,10.46786,NA,NA,NA,""
"182","R","Peter Lake",2013,147,2013-05-27,"7",12,NA,NA,621.9543717,1.704934701,7.021696186,""
"183","T","Tuesday Lake",2013,147,2013-05-27,"1",0.5,484.0455,14.95851,NA,NA,NA,""
"184","L","Paul Lake",2013,148,2013-05-28,"-1",NA,NA,NA,41.0740026,1.856236433,1.079537169,""
"185","L","Paul Lake",2013,148,2013-05-28,"-2",4,NA,NA,22.44185527,0.452991595,0.968681548,""
"186","L","Paul Lake",2013,148,2013-05-28,"1",0.5,268.30551,2.10596,NA,NA,NA,""
"187","L","Paul Lake",2013,148,2013-05-28,"7",9,NA,NA,824.3473468,4.960482358,5.965685943,""
"188","R","Peter Lake",2013,148,2013-05-28,"1",0.5,368.44899,3.49961,NA,NA,NA,""
"189","T","Tuesday Lake",2013,148,2013-05-28,"1",0.5,342.97881,9.87943,NA,NA,NA,""
"190","L","Paul Lake",2013,149,2013-05-29,"1",0.5,260.55798,8.57869,NA,NA,NA,""
"191","R","Peter Lake",2013,149,2013-05-29,"1",0.5,352.61769,4.14998,NA,NA,NA,""
"192","T","Tuesday Lake",2013,149,2013-05-29,"-1",NA,NA,NA,75.98395086,0.876232273,1.465113147,""
"193","T","Tuesday Lake",2013,149,2013-05-29,"-2",3,NA,NA,57.42412472,11.20306885,1.074109327,""
"194","T","Tuesday Lake",2013,149,2013-05-29,"1",0.5,435.61293,13.3171,NA,NA,NA,""
"195","T","Tuesday Lake",2013,149,2013-05-29,"7",10,NA,NA,290.5456442,5.003427628,1.234361098,""
"196","L","Paul Lake",2013,150,2013-05-30,"1",0.5,249.27993,2.60148,NA,NA,NA,""
"197","R","Peter Lake",2013,150,2013-05-30,"1",0.5,371.53119,2.91118,NA,NA,NA,""
"198","T","Tuesday Lake",2013,150,2013-05-30,"1",0.5,372.1056,11.18017,NA,NA,NA,""
"199","L","Paul Lake",2013,151,2013-05-31,"1",0.5,286.56054,2.94215,NA,NA,NA,""
"200","R","Peter Lake",2013,151,2013-05-31,"1",0.5,373.29645,12.82158,NA,NA,NA,""
"201","T","Tuesday Lake",2013,151,2013-05-31,"1",0.5,390.69687,12.10927,NA,NA,NA,""
"202","L","Paul Lake",2013,152,2013-06-01,"1",0.5,257.89608,10.34398,NA,NA,NA,""
"203","R","Peter Lake",2013,152,2013-06-01,"1",0.5,370.73262,4.92423,NA,NA,NA,""
"204","T","Tuesday Lake",2013,152,2013-06-01,"1",0.5,440.53044,8.85742,NA,NA,NA,""
"205","L","Paul Lake",2013,153,2013-06-02,"1",0.5,202.89282,9.19809,NA,NA,NA,""
"206","R","Peter Lake",2013,153,2013-06-02,"1",0.5,282.09135,-0.15485,NA,NA,NA,""
"207","T","Tuesday Lake",2013,153,2013-06-02,"1",0.5,364.17594,11.27308,NA,NA,NA,""
"208","L","Paul Lake",2013,154,2013-06-03,"1",0.5,268.31952,4.36677,NA,NA,NA,""
"209","R","Peter Lake",2013,154,2013-06-03,"-1",NA,NA,NA,35.92826103,0.750680108,0.888115788,""
"210","R","Peter Lake",2013,154,2013-06-03,"-2",4,NA,NA,20.76989287,0.273784021,0.912048347,""
"211","R","Peter Lake",2013,154,2013-06-03,"1",0.5,288.47991,-3.097,NA,NA,NA,""
"212","R","Peter Lake",2013,154,2013-06-03,"7",12,NA,NA,707.7368887,0.629656744,18.51837573,""
"213","T","Tuesday Lake",2013,154,2013-06-03,"1",0.5,372.09159,15.485,NA,NA,NA,""
"214","L","Paul Lake",2013,155,2013-06-04,"-1",NA,NA,NA,49.71498238,0.749762431,0.940528195,""
"215","L","Paul Lake",2013,155,2013-06-04,"-2",4,NA,NA,22.19829446,0.40663362,1.442882968,""
"216","L","Paul Lake",2013,155,2013-06-04,"1",0.5,304.00299,8.14511,NA,NA,NA,""
"217","L","Paul Lake",2013,155,2013-06-04,"7",9,NA,NA,751.8310386,3.477590647,5.524906885,""
"218","R","Peter Lake",2013,155,2013-06-04,"1",0.5,275.24046,9.75555,NA,NA,NA,""
"219","T","Tuesday Lake",2013,155,2013-06-04,"1",0.5,342.78267,15.36112,NA,NA,NA,""
"220","L","Paul Lake",2013,156,2013-06-05,"1",0.5,227.42433,4.3358,NA,NA,NA,""
"221","R","Peter Lake",2013,156,2013-06-05,"1",0.5,324.54165,7.52571,NA,NA,NA,""
"222","T","Tuesday Lake",2013,156,2013-06-05,"-1",NA,NA,NA,46.88799072,1.549811885,1.399749619,""
"223","T","Tuesday Lake",2013,156,2013-06-05,"-2",3,NA,NA,55.37815128,18.79886044,0.812910162,""
"224","T","Tuesday Lake",2013,156,2013-06-05,"1",0.5,366.15135,10.99435,NA,NA,NA,""
"225","T","Tuesday Lake",2013,156,2013-06-05,"7",10,NA,NA,241.7473019,22.16085431,1.655689748,""
"226","L","Paul Lake",2013,157,2013-06-06,"1",0.5,278.70093,6.75146,NA,NA,NA,""
"227","R","Peter Lake",2013,157,2013-06-06,"1",0.5,275.77284,9.04324,NA,NA,NA,""
"228","T","Tuesday Lake",2013,157,2013-06-06,"1",0.5,448.55817,15.02045,NA,NA,NA,""
"229","L","Paul Lake",2013,158,2013-06-07,"1",0.5,210.75243,5.63654,NA,NA,NA,""
"230","R","Peter Lake",2013,158,2013-06-07,"1",0.5,273.50322,9.69361,NA,NA,NA,""
"231","T","Tuesday Lake",2013,158,2013-06-07,"1",0.5,375.17379,15.42306,NA,NA,NA,""
"232","L","Paul Lake",2013,159,2013-06-08,"1",0.5,246.53397,3.90222,NA,NA,NA,""
"233","R","Peter Lake",2013,159,2013-06-08,"1",0.5,291.71622,4.11901,NA,NA,NA,""
"234","T","Tuesday Lake",2013,159,2013-06-08,"1",0.5,385.61124,16.04246,NA,NA,NA,""
"235","L","Paul Lake",2013,160,2013-06-09,"1",0.5,279.48549,2.91118,NA,NA,NA,""
"236","R","Peter Lake",2013,160,2013-06-09,"1",0.5,311.80656,4.86229,NA,NA,NA,""
"237","T","Tuesday Lake",2013,160,2013-06-09,"1",0.5,528.63933,16.29022,NA,NA,NA,""
"238","L","Paul Lake",2013,161,2013-06-10,"1",0.5,304.98369,1.08395,NA,NA,NA,""
"239","R","Peter Lake",2013,161,2013-06-10,"-1",NA,NA,NA,8.652488549,-0.011655437,0.566221493,""
"240","R","Peter Lake",2013,161,2013-06-10,"-2",4,NA,NA,41.35275229,0.811183365,1.138699439,""
"241","R","Peter Lake",2013,161,2013-06-10,"1",0.5,351.02055,4.92423,NA,NA,NA,""
"242","R","Peter Lake",2013,161,2013-06-10,"7",12,NA,NA,642.1989998,2.264620456,5.791462899,""
"243","T","Tuesday Lake",2013,161,2013-06-10,"1",0.5,408.99393,18.17939,NA,NA,NA,""
"244","L","Paul Lake",2013,162,2013-06-11,"-1",NA,NA,NA,39.20876405,0.592654278,0.992740325,""
"245","L","Paul Lake",2013,162,2013-06-11,"-2",4,NA,NA,26.08786483,0.210888307,1.140741973,""
"246","L","Paul Lake",2013,162,2013-06-11,"1",0.5,284.403,0.49552,NA,NA,NA,""
"247","L","Paul Lake",2013,162,2013-06-11,"7",9,NA,NA,347.1895139,1.591715687,2.342469022,""
"248","R","Peter Lake",2013,162,2013-06-11,"1",0.5,323.85516,18.48909,NA,NA,NA,""
"249","T","Tuesday Lake",2013,162,2013-06-11,"1",0.5,359.6367,11.55181,NA,NA,NA,""
"250","L","Paul Lake",2013,163,2013-06-12,"1",0.5,193.94043,5.11005,NA,NA,NA,""
"251","R","Peter Lake",2013,163,2013-06-12,"1",0.5,305.92236,6.13206,NA,NA,NA,""
"252","T","Tuesday Lake",2013,163,2013-06-12,"-1",NA,NA,NA,55.62034181,0.620132538,0.863422266,""
"253","T","Tuesday Lake",2013,163,2013-06-12,"-2",3,NA,NA,41.85307527,0.361833246,1.214760096,""
"254","T","Tuesday Lake",2013,163,2013-06-12,"1",0.5,348.79296,17.21932,NA,NA,NA,""
"255","T","Tuesday Lake",2013,163,2013-06-12,"7",12,NA,NA,272.2171081,11.46073174,2.458141899,""
"256","L","Paul Lake",2013,164,2013-06-13,"1",0.5,285.01944,3.84028,NA,NA,NA,""
"257","R","Peter Lake",2013,164,2013-06-13,"1",0.5,355.54578,6.62758,NA,NA,NA,""
"258","T","Tuesday Lake",2013,164,2013-06-13,"1",0.5,363.82569,14.37008,NA,NA,NA,""
"259","L","Paul Lake",2013,165,2013-06-14,"1",0.5,255.22017,-0.80522,NA,NA,NA,""
"260","R","Peter Lake",2013,165,2013-06-14,"1",0.5,330.79011,7.18504,NA,NA,NA,""
"261","T","Tuesday Lake",2013,165,2013-06-14,"1",0.5,373.73076,11.79957,NA,NA,NA,""
